location,crowd_count,temperature,hour
Alopankari Temple Area,6566,43,14
Dashashwamedh Ghat (Prayagraj),5649,34,8
Kumbh Mela Ground (Main Venue),4917,23,2
Prayagraj Junction,1438,30,22
Kumbh Mela Ground (Main Venue),11969,27,13
Alopankari Temple Area,2159,35,10
Kumbh Mela Ground (Main Venue),6674,23,8
Dashashwamedh Ghat (Prayagraj),653,36,10
Saraswati Ghat,4021,33,14
Kumbh Mela Ground (Main Venue),11904,19,12
Dashashwamedh Ghat (Prayagraj),6068,22,12
Saraswati Ghat,2380,33,3
Kumbh Mela Ground (Main Venue),12592,17,13
Triveni Sangam (Confluence Zone),11554,17,2
Saraswati Ghat,2744,16,21
Triveni Sangam (Confluence Zone),12604,31,6
Kumbh Mela Ground (Main Venue),6129,20,0
Triveni Sangam (Confluence Zone),14959,15,13
Alopankari Temple Area,3234,19,0
Prayagraj Junction,5557,34,10
Alopankari Temple Area,3262,16,6
Dashashwamedh Ghat (Prayagraj),500,30,22
Prayagraj Junction,6876,21,16
Kumbh Mela Ground (Main Venue),8210,28,23
Shri Bade Hanuman Temple,6441,30,7
Prayagraj Junction,6771,10,12
Saraswati Ghat,3715,25,23
Alopankari Temple Area,7500,31,15
Saraswati Ghat,8436,14,15
Kumbh Mela Ground (Main Venue),7361,13,20
Triveni Sangam (Confluence Zone),5643,36,2
Prayagraj Junction,6725,30,11
Shri Bade Hanuman Temple,6429,43,13
Dashashwamedh Ghat (Prayagraj),5259,33,20
Alopankari Temple Area,2457,11,17
Saraswati Ghat,2378,42,11
Shri Bade Hanuman Temple,5615,29,20
Prayagraj Junction,6988,10,12
Saraswati Ghat,4214,10,18
Prayagraj Junction,500,13,23
Prayagraj Junction,5634,26,20
Triveni Sangam (Confluence Zone),10298,42,9
Triveni Sangam (Confluence Zone),11538,17,15
Alopankari Temple Area,3392,20,2
Prayagraj Junction,2589,37,20
Dashashwamedh Ghat (Prayagraj),5842,12,8
Saraswati Ghat,4728,20,13
Alopankari Temple Area,500,37,0
Dashashwamedh Ghat (Prayagraj),2130,33,22
Alopankari Temple Area,4527,28,19
Kumbh Mela Ground (Main Venue),9980,43,6
Dashashwamedh Ghat (Prayagraj),5652,11,16
Alopankari Temple Area,2531,10,10
Saraswati Ghat,500,27,2
Prayagraj Junction,2955,28,1
Alopankari Temple Area,3907,11,22
Kumbh Mela Ground (Main Venue),6355,43,18
Kumbh Mela Ground (Main Venue),8050,29,10
Kumbh Mela Ground (Main Venue),10050,25,18
Saraswati Ghat,2857,23,3
Kumbh Mela Ground (Main Venue),3537,35,1
Shri Bade Hanuman Temple,9926,14,8
Saraswati Ghat,3041,34,7
Kumbh Mela Ground (Main Venue),8803,23,17
Kumbh Mela Ground (Main Venue),10129,44,15
Dashashwamedh Ghat (Prayagraj),3702,32,10
Dashashwamedh Ghat (Prayagraj),1015,27,22
Saraswati Ghat,4245,14,20
Shri Bade Hanuman Temple,8968,29,19
Shri Bade Hanuman Temple,11371,20,14
Shri Bade Hanuman Temple,3756,26,0
Saraswati Ghat,2381,18,23
Prayagraj Junction,500,20,0
Saraswati Ghat,2295,28,21
Prayagraj Junction,7356,27,16
Kumbh Mela Ground (Main Venue),3861,19,0
Dashashwamedh Ghat (Prayagraj),2978,35,18
Prayagraj Junction,1018,44,17
Kumbh Mela Ground (Main Venue),7711,13,23
Prayagraj Junction,1705,25,23
Saraswati Ghat,500,36,23
Prayagraj Junction,6767,42,15
Saraswati Ghat,1448,23,1
Saraswati Ghat,3171,12,2
Triveni Sangam (Confluence Zone),7360,33,23
Dashashwamedh Ghat (Prayagraj),3895,23,5
Prayagraj Junction,3945,10,11
Prayagraj Junction,2697,20,0
Dashashwamedh Ghat (Prayagraj),500,29,0
Kumbh Mela Ground (Main Venue),6578,34,2
Triveni Sangam (Confluence Zone),16149,25,15
Saraswati Ghat,4324,34,19
Prayagraj Junction,2615,39,6
Triveni Sangam (Confluence Zone),14797,19,13
Kumbh Mela Ground (Main Venue),8518,23,6
Kumbh Mela Ground (Main Venue),10795,30,14
Triveni Sangam (Confluence Zone),14672,16,15
Alopankari Temple Area,6824,19,18
Triveni Sangam (Confluence Zone),8188,13,21
Kumbh Mela Ground (Main Venue),7977,36,10
Dashashwamedh Ghat (Prayagraj),8809,13,13
Dashashwamedh Ghat (Prayagraj),2855,28,5
Saraswati Ghat,2068,15,20
Saraswati Ghat,7826,30,14
Dashashwamedh Ghat (Prayagraj),500,10,0
Shri Bade Hanuman Temple,3304,44,22
Saraswati Ghat,500,44,5
Dashashwamedh Ghat (Prayagraj),7103,17,12
Alopankari Temple Area,500,39,0
Triveni Sangam (Confluence Zone),11343,23,17
Dashashwamedh Ghat (Prayagraj),2197,21,4
Prayagraj Junction,1660,26,2
Alopankari Temple Area,500,18,5
Kumbh Mela Ground (Main Venue),3909,35,22
Triveni Sangam (Confluence Zone),11442,11,10
Prayagraj Junction,4403,45,15
Prayagraj Junction,6375,41,14
Dashashwamedh Ghat (Prayagraj),2859,19,2
Dashashwamedh Ghat (Prayagraj),7257,27,15
Kumbh Mela Ground (Main Venue),11345,23,11
Dashashwamedh Ghat (Prayagraj),500,10,1
Shri Bade Hanuman Temple,5115,36,2
Prayagraj Junction,6884,10,19
Saraswati Ghat,6336,10,10
Alopankari Temple Area,2973,41,9
Kumbh Mela Ground (Main Venue),11169,27,12
Prayagraj Junction,4923,12,9
Prayagraj Junction,2224,12,3
Triveni Sangam (Confluence Zone),14205,27,7
Kumbh Mela Ground (Main Venue),7053,34,6
Kumbh Mela Ground (Main Venue),5092,43,10
Saraswati Ghat,5944,22,17
Shri Bade Hanuman Temple,6419,10,2
Prayagraj Junction,5784,25,6
Alopankari Temple Area,802,15,5
Prayagraj Junction,6797,11,14
Kumbh Mela Ground (Main Venue),4609,44,9
Saraswati Ghat,766,13,5
Prayagraj Junction,2171,24,18
Kumbh Mela Ground (Main Venue),9923,16,6
Dashashwamedh Ghat (Prayagraj),5442,31,20
Triveni Sangam (Confluence Zone),9327,20,0
Saraswati Ghat,1748,30,1
Prayagraj Junction,2806,35,11
Kumbh Mela Ground (Main Venue),8197,45,18
Triveni Sangam (Confluence Zone),8607,35,7
Dashashwamedh Ghat (Prayagraj),6264,23,12
Shri Bade Hanuman Temple,2765,21,4
Kumbh Mela Ground (Main Venue),6687,28,22
Shri Bade Hanuman Temple,8196,24,14
Kumbh Mela Ground (Main Venue),6657,23,0
Alopankari Temple Area,4256,24,13
Alopankari Temple Area,1818,43,8
Triveni Sangam (Confluence Zone),15927,20,16
Alopankari Temple Area,500,43,22
Kumbh Mela Ground (Main Venue),4698,32,2
Shri Bade Hanuman Temple,7425,31,1
Triveni Sangam (Confluence Zone),16369,20,12
Saraswati Ghat,6336,44,16
Saraswati Ghat,8908,20,13
Dashashwamedh Ghat (Prayagraj),3032,45,16
Dashashwamedh Ghat (Prayagraj),955,45,4
Alopankari Temple Area,5023,12,8
Kumbh Mela Ground (Main Venue),10585,39,12
Shri Bade Hanuman Temple,9599,19,9
Dashashwamedh Ghat (Prayagraj),2589,34,21
Alopankari Temple Area,3824,41,7
Saraswati Ghat,6736,12,6
Shri Bade Hanuman Temple,8836,26,20
Prayagraj Junction,2818,28,7
Saraswati Ghat,500,22,0
Prayagraj Junction,2402,17,19
Saraswati Ghat,2073,23,8
Kumbh Mela Ground (Main Venue),8965,22,23
Triveni Sangam (Confluence Zone),8098,25,1
Alopankari Temple Area,4388,19,14
Shri Bade Hanuman Temple,6943,21,11
Dashashwamedh Ghat (Prayagraj),2314,22,22
Triveni Sangam (Confluence Zone),14938,27,17
Triveni Sangam (Confluence Zone),11225,40,18
Kumbh Mela Ground (Main Venue),7845,25,3
Triveni Sangam (Confluence Zone),4479,40,2
Saraswati Ghat,682,41,18
Kumbh Mela Ground (Main Venue),9397,29,2
Saraswati Ghat,500,25,5
Shri Bade Hanuman Temple,7829,44,6
Prayagraj Junction,5363,37,10
Alopankari Temple Area,4558,21,20
Prayagraj Junction,4453,17,4
Prayagraj Junction,500,19,22
Shri Bade Hanuman Temple,8392,27,11
Triveni Sangam (Confluence Zone),11610,16,23
Prayagraj Junction,4187,18,0
Alopankari Temple Area,2625,22,5
Saraswati Ghat,500,21,0
Dashashwamedh Ghat (Prayagraj),500,38,22
Kumbh Mela Ground (Main Venue),6969,18,2
Triveni Sangam (Confluence Zone),12733,23,12
Triveni Sangam (Confluence Zone),11675,44,19
Kumbh Mela Ground (Main Venue),5224,42,11
Triveni Sangam (Confluence Zone),8067,11,3
Prayagraj Junction,500,33,3
Prayagraj Junction,500,31,5
Prayagraj Junction,4369,13,12
Prayagraj Junction,4334,21,14
Prayagraj Junction,3935,13,11
Alopankari Temple Area,500,14,4
Alopankari Temple Area,500,37,22
Alopankari Temple Area,2151,30,21
Saraswati Ghat,2356,22,8
Alopankari Temple Area,4361,26,15
Alopankari Temple Area,1904,35,1
Saraswati Ghat,5471,38,12
Shri Bade Hanuman Temple,4782,21,0
Triveni Sangam (Confluence Zone),5539,36,1
Triveni Sangam (Confluence Zone),10463,44,3
Kumbh Mela Ground (Main Venue),9987,33,13
Shri Bade Hanuman Temple,6254,28,22
Alopankari Temple Area,4269,45,7
Saraswati Ghat,5852,15,9
Triveni Sangam (Confluence Zone),13681,19,6
Triveni Sangam (Confluence Zone),11775,16,7
Prayagraj Junction,3667,43,18
Kumbh Mela Ground (Main Venue),4936,10,0
Kumbh Mela Ground (Main Venue),4706,32,3
Prayagraj Junction,3078,44,18
Triveni Sangam (Confluence Zone),11887,35,1
Dashashwamedh Ghat (Prayagraj),2986,41,4
Shri Bade Hanuman Temple,8703,44,13
Saraswati Ghat,500,41,5
Kumbh Mela Ground (Main Venue),8629,24,4
Saraswati Ghat,1296,34,1
Shri Bade Hanuman Temple,9023,10,16
Triveni Sangam (Confluence Zone),7754,42,21
Shri Bade Hanuman Temple,8172,11,9
Saraswati Ghat,6985,29,16
Prayagraj Junction,1663,11,4
Kumbh Mela Ground (Main Venue),8362,41,11
Alopankari Temple Area,5684,12,18
Dashashwamedh Ghat (Prayagraj),1706,38,9
Triveni Sangam (Confluence Zone),16293,18,16
Prayagraj Junction,4639,11,8
Triveni Sangam (Confluence Zone),11344,40,7
Shri Bade Hanuman Temple,4829,44,22
Prayagraj Junction,5885,32,11
Shri Bade Hanuman Temple,4165,17,0
Shri Bade Hanuman Temple,4171,39,21
Shri Bade Hanuman Temple,5956,16,7
Shri Bade Hanuman Temple,2978,24,23
Dashashwamedh Ghat (Prayagraj),3584,28,19
Alopankari Temple Area,5477,27,7
Shri Bade Hanuman Temple,9205,13,7
Saraswati Ghat,5124,41,10
Triveni Sangam (Confluence Zone),8162,26,2
Kumbh Mela Ground (Main Venue),6358,23,5
Saraswati Ghat,1859,27,3
Kumbh Mela Ground (Main Venue),12619,30,13
Dashashwamedh Ghat (Prayagraj),3590,32,11
Saraswati Ghat,2788,42,3
Alopankari Temple Area,4315,26,3
Dashashwamedh Ghat (Prayagraj),6060,43,13
Shri Bade Hanuman Temple,7692,31,7
Prayagraj Junction,743,45,5
Triveni Sangam (Confluence Zone),11103,33,9
Dashashwamedh Ghat (Prayagraj),2666,31,23
Prayagraj Junction,4883,15,9
Triveni Sangam (Confluence Zone),11789,34,20
Kumbh Mela Ground (Main Venue),6606,37,3
Prayagraj Junction,6851,39,13
Prayagraj Junction,5771,23,21
Triveni Sangam (Confluence Zone),10351,30,1
Dashashwamedh Ghat (Prayagraj),886,42,20
Kumbh Mela Ground (Main Venue),7929,24,2
Saraswati Ghat,4999,31,6
Triveni Sangam (Confluence Zone),8316,25,11
Triveni Sangam (Confluence Zone),12642,22,19
Triveni Sangam (Confluence Zone),12213,24,4
Alopankari Temple Area,5646,10,20
Shri Bade Hanuman Temple,8260,26,18
Prayagraj Junction,5474,34,13
Alopankari Temple Area,936,24,3
Prayagraj Junction,1884,10,3
Saraswati Ghat,1289,32,3
Kumbh Mela Ground (Main Venue),9164,39,15
Dashashwamedh Ghat (Prayagraj),876,18,0
Alopankari Temple Area,2743,39,14
Triveni Sangam (Confluence Zone),10284,15,0
Saraswati Ghat,2468,42,8
Alopankari Temple Area,4784,15,13
Alopankari Temple Area,5920,31,11
Shri Bade Hanuman Temple,4557,30,1
Alopankari Temple Area,3774,20,7
Alopankari Temple Area,5487,11,7
Alopankari Temple Area,3668,39,9
Kumbh Mela Ground (Main Venue),3186,44,22
Saraswati Ghat,4886,45,8
Saraswati Ghat,7607,24,16
Shri Bade Hanuman Temple,10844,33,13
Dashashwamedh Ghat (Prayagraj),6212,25,17
Alopankari Temple Area,4735,42,17
Shri Bade Hanuman Temple,8063,20,7
Shri Bade Hanuman Temple,5926,22,19
Saraswati Ghat,3489,17,11
Kumbh Mela Ground (Main Venue),10017,28,14
Alopankari Temple Area,3983,11,10
Prayagraj Junction,2682,38,6
Kumbh Mela Ground (Main Venue),8640,44,14
Prayagraj Junction,6994,22,15
Kumbh Mela Ground (Main Venue),9978,26,17
Triveni Sangam (Confluence Zone),10891,16,19
Dashashwamedh Ghat (Prayagraj),8003,20,16
Kumbh Mela Ground (Main Venue),6007,17,4
Kumbh Mela Ground (Main Venue),7539,20,4
Saraswati Ghat,4917,20,16
Shri Bade Hanuman Temple,8173,29,11
Dashashwamedh Ghat (Prayagraj),7329,41,12
Prayagraj Junction,4936,42,7
Triveni Sangam (Confluence Zone),9575,29,11
Saraswati Ghat,5717,18,12
Dashashwamedh Ghat (Prayagraj),3833,33,21
Alopankari Temple Area,4198,33,12
Triveni Sangam (Confluence Zone),13568,43,12
Dashashwamedh Ghat (Prayagraj),3103,44,8
Kumbh Mela Ground (Main Venue),10218,35,9
Alopankari Temple Area,500,38,2
Triveni Sangam (Confluence Zone),7740,25,5
Saraswati Ghat,6748,33,21
Alopankari Temple Area,4352,22,10
Alopankari Temple Area,4233,45,18
Dashashwamedh Ghat (Prayagraj),3569,19,21
Prayagraj Junction,6358,34,9
Alopankari Temple Area,3326,29,19
Shri Bade Hanuman Temple,9554,18,6
Saraswati Ghat,3201,38,20
Prayagraj Junction,4669,44,7
Dashashwamedh Ghat (Prayagraj),8209,24,15
Kumbh Mela Ground (Main Venue),8440,24,8
Shri Bade Hanuman Temple,5598,33,10
Kumbh Mela Ground (Main Venue),3522,42,5
Triveni Sangam (Confluence Zone),14762,42,15
Shri Bade Hanuman Temple,6554,19,22
Kumbh Mela Ground (Main Venue),13018,22,12
Shri Bade Hanuman Temple,4897,30,0
Saraswati Ghat,5454,41,6
Shri Bade Hanuman Temple,7373,18,21
Triveni Sangam (Confluence Zone),13920,25,16
Prayagraj Junction,7990,20,15
Dashashwamedh Ghat (Prayagraj),2629,21,22
Saraswati Ghat,3628,39,20
Shri Bade Hanuman Temple,8321,15,21
Saraswati Ghat,4264,36,10
Kumbh Mela Ground (Main Venue),8294,38,15
Alopankari Temple Area,500,19,3
Triveni Sangam (Confluence Zone),13353,39,19
Shri Bade Hanuman Temple,7990,22,10
Prayagraj Junction,6465,33,20
Alopankari Temple Area,584,44,0
Dashashwamedh Ghat (Prayagraj),6417,33,17
Shri Bade Hanuman Temple,7151,33,9
Dashashwamedh Ghat (Prayagraj),1525,39,6
Dashashwamedh Ghat (Prayagraj),837,38,19
Alopankari Temple Area,6392,15,10
Prayagraj Junction,500,37,4
Triveni Sangam (Confluence Zone),11744,40,6
Kumbh Mela Ground (Main Venue),9599,12,16
Triveni Sangam (Confluence Zone),13350,45,20
Alopankari Temple Area,4086,38,12
Triveni Sangam (Confluence Zone),11096,32,19
Shri Bade Hanuman Temple,2471,41,22
Kumbh Mela Ground (Main Venue),4905,37,6
Prayagraj Junction,500,30,23
Kumbh Mela Ground (Main Venue),6776,15,10
Dashashwamedh Ghat (Prayagraj),1253,33,2
Alopankari Temple Area,6879,24,18
Triveni Sangam (Confluence Zone),11673,14,4
Kumbh Mela Ground (Main Venue),4954,10,23
Saraswati Ghat,500,42,23
Shri Bade Hanuman Temple,7694,11,14
Kumbh Mela Ground (Main Venue),9402,33,6
Prayagraj Junction,3238,39,16
Prayagraj Junction,3688,19,3
Saraswati Ghat,3200,14,20
Alopankari Temple Area,6783,34,12
Prayagraj Junction,5883,12,7
Dashashwamedh Ghat (Prayagraj),6154,20,8
Triveni Sangam (Confluence Zone),10871,14,23
Prayagraj Junction,3310,15,22
Dashashwamedh Ghat (Prayagraj),3850,11,6
Triveni Sangam (Confluence Zone),8696,31,6
Prayagraj Junction,2366,17,10
Saraswati Ghat,1627,37,22
Alopankari Temple Area,6201,23,10
Alopankari Temple Area,3411,39,17
Dashashwamedh Ghat (Prayagraj),5894,40,14
Saraswati Ghat,1166,41,8
Shri Bade Hanuman Temple,9185,21,10
Saraswati Ghat,1328,17,22
Dashashwamedh Ghat (Prayagraj),3127,24,1
Prayagraj Junction,810,41,21
Triveni Sangam (Confluence Zone),4789,44,1
Kumbh Mela Ground (Main Venue),11092,10,19
Prayagraj Junction,5115,18,8
Shri Bade Hanuman Temple,8496,21,21
Triveni Sangam (Confluence Zone),13103,31,13
Shri Bade Hanuman Temple,3507,10,22
Alopankari Temple Area,3650,40,8
Triveni Sangam (Confluence Zone),7116,21,1
Shri Bade Hanuman Temple,5355,25,19
Kumbh Mela Ground (Main Venue),11064,24,12
Saraswati Ghat,7283,33,14
Shri Bade Hanuman Temple,6928,19,5
Saraswati Ghat,8893,23,16
Alopankari Temple Area,500,20,5
Shri Bade Hanuman Temple,7110,35,9
Dashashwamedh Ghat (Prayagraj),5161,37,14
Dashashwamedh Ghat (Prayagraj),5379,15,9
Kumbh Mela Ground (Main Venue),10239,18,19
Prayagraj Junction,5260,10,14
Prayagraj Junction,500,29,22
Dashashwamedh Ghat (Prayagraj),4531,16,21
Kumbh Mela Ground (Main Venue),3348,43,2
Kumbh Mela Ground (Main Venue),4706,24,0
Dashashwamedh Ghat (Prayagraj),1568,28,0
Triveni Sangam (Confluence Zone),7365,28,1
Alopankari Temple Area,5300,20,8
Shri Bade Hanuman Temple,5509,38,12
Alopankari Temple Area,3831,38,10
Alopankari Temple Area,5264,33,17
Alopankari Temple Area,5189,31,10
Prayagraj Junction,3336,40,6
Dashashwamedh Ghat (Prayagraj),3845,25,11
Prayagraj Junction,5618,27,21
Saraswati Ghat,7761,31,16
Alopankari Temple Area,3581,40,7
Dashashwamedh Ghat (Prayagraj),1865,36,0
Saraswati Ghat,8377,23,13
Saraswati Ghat,3352,23,11
Kumbh Mela Ground (Main Venue),7920,41,15
Prayagraj Junction,568,31,3
Triveni Sangam (Confluence Zone),16581,19,13
Triveni Sangam (Confluence Zone),12391,42,12
Alopankari Temple Area,6527,28,18
Saraswati Ghat,3848,29,5
Saraswati Ghat,7299,11,15
Dashashwamedh Ghat (Prayagraj),2326,40,7
Prayagraj Junction,2755,29,18
Saraswati Ghat,3686,10,7
Prayagraj Junction,3732,42,17
Triveni Sangam (Confluence Zone),8979,27,0
Saraswati Ghat,2932,10,10
Dashashwamedh Ghat (Prayagraj),2992,45,15
Alopankari Temple Area,5420,35,9
Saraswati Ghat,3232,21,7
Dashashwamedh Ghat (Prayagraj),5683,33,15
Shri Bade Hanuman Temple,7373,23,9
Dashashwamedh Ghat (Prayagraj),500,28,1
Triveni Sangam (Confluence Zone),10350,17,16
Shri Bade Hanuman Temple,5774,23,2
Kumbh Mela Ground (Main Venue),5618,11,22
Alopankari Temple Area,602,39,5
Kumbh Mela Ground (Main Venue),10133,23,16
Prayagraj Junction,577,20,5
Alopankari Temple Area,3325,20,4
Kumbh Mela Ground (Main Venue),9065,41,12
Triveni Sangam (Confluence Zone),13296,39,17
Prayagraj Junction,6434,37,16
Prayagraj Junction,2718,35,10
Shri Bade Hanuman Temple,7643,10,17
Dashashwamedh Ghat (Prayagraj),4180,24,7
Dashashwamedh Ghat (Prayagraj),2146,14,21
Prayagraj Junction,3434,44,16
Kumbh Mela Ground (Main Venue),10392,42,13
Shri Bade Hanuman Temple,5131,41,18
Saraswati Ghat,4010,39,11
Dashashwamedh Ghat (Prayagraj),792,37,2
Shri Bade Hanuman Temple,4968,37,18
Alopankari Temple Area,500,31,23
Shri Bade Hanuman Temple,7299,32,1
Alopankari Temple Area,2541,44,5
Alopankari Temple Area,6309,20,10
Saraswati Ghat,500,44,4
Kumbh Mela Ground (Main Venue),7421,13,2
Shri Bade Hanuman Temple,7382,24,9
Alopankari Temple Area,5262,15,10
Triveni Sangam (Confluence Zone),12072,21,20
Saraswati Ghat,543,42,21
Alopankari Temple Area,2414,13,19
Dashashwamedh Ghat (Prayagraj),1273,38,0
Prayagraj Junction,3970,41,14
Shri Bade Hanuman Temple,1517,39,3
Alopankari Temple Area,2565,40,4
Kumbh Mela Ground (Main Venue),10234,22,11
Triveni Sangam (Confluence Zone),13780,11,12
Dashashwamedh Ghat (Prayagraj),3497,40,9
Triveni Sangam (Confluence Zone),10174,23,17
Triveni Sangam (Confluence Zone),10881,27,21
Saraswati Ghat,4866,20,6
Saraswati Ghat,3616,30,8
Alopankari Temple Area,5841,35,8
Prayagraj Junction,2936,31,6
Triveni Sangam (Confluence Zone),7590,27,22
Shri Bade Hanuman Temple,7570,40,8
Dashashwamedh Ghat (Prayagraj),3084,21,5
Prayagraj Junction,1167,37,19
Shri Bade Hanuman Temple,5833,39,5
Saraswati Ghat,688,14,22
Triveni Sangam (Confluence Zone),13443,32,10
Shri Bade Hanuman Temple,8561,20,18
Saraswati Ghat,1632,12,2
Shri Bade Hanuman Temple,4308,44,2
Dashashwamedh Ghat (Prayagraj),3945,43,7
Saraswati Ghat,2063,27,2
Alopankari Temple Area,2796,41,3
Kumbh Mela Ground (Main Venue),5833,42,0
Triveni Sangam (Confluence Zone),11517,31,18
Prayagraj Junction,4910,21,19
Saraswati Ghat,6653,16,14
Alopankari Temple Area,5048,38,16
Prayagraj Junction,1189,41,2
Triveni Sangam (Confluence Zone),12013,12,12
Shri Bade Hanuman Temple,3511,31,1
Dashashwamedh Ghat (Prayagraj),8444,35,12
Shri Bade Hanuman Temple,4527,41,1
Prayagraj Junction,3284,36,11
Kumbh Mela Ground (Main Venue),8240,26,19
Shri Bade Hanuman Temple,9078,41,14
Dashashwamedh Ghat (Prayagraj),6804,18,19
Triveni Sangam (Confluence Zone),7164,37,23
Shri Bade Hanuman Temple,11086,35,12
Kumbh Mela Ground (Main Venue),8361,31,21
Alopankari Temple Area,3498,25,21
Triveni Sangam (Confluence Zone),11371,31,15
Alopankari Temple Area,771,36,10
Triveni Sangam (Confluence Zone),13730,42,12
Kumbh Mela Ground (Main Venue),9371,19,16
Triveni Sangam (Confluence Zone),14957,32,8
Triveni Sangam (Confluence Zone),11348,34,22
Prayagraj Junction,4522,33,16
Triveni Sangam (Confluence Zone),7210,39,21
Kumbh Mela Ground (Main Venue),10096,32,7
Prayagraj Junction,4147,40,9
Dashashwamedh Ghat (Prayagraj),4859,24,12
Prayagraj Junction,6399,12,18
Triveni Sangam (Confluence Zone),10055,28,18
Kumbh Mela Ground (Main Venue),2420,38,5
Triveni Sangam (Confluence Zone),11891,40,10
Kumbh Mela Ground (Main Venue),3354,39,4
Alopankari Temple Area,500,34,2
Shri Bade Hanuman Temple,7990,27,9
Alopankari Temple Area,2133,20,0
Kumbh Mela Ground (Main Venue),10050,26,17
Prayagraj Junction,8689,31,16
Triveni Sangam (Confluence Zone),9983,14,22
Prayagraj Junction,4470,24,23
Dashashwamedh Ghat (Prayagraj),6530,18,9
Alopankari Temple Area,5308,45,17
Dashashwamedh Ghat (Prayagraj),1834,37,21
Alopankari Temple Area,7636,28,14
Dashashwamedh Ghat (Prayagraj),500,24,0
Alopankari Temple Area,500,42,1
Alopankari Temple Area,3292,33,9
Triveni Sangam (Confluence Zone),11881,11,19
Prayagraj Junction,658,36,17
Dashashwamedh Ghat (Prayagraj),6321,11,19
Triveni Sangam (Confluence Zone),11238,20,20
Kumbh Mela Ground (Main Venue),8472,32,21
Prayagraj Junction,5598,13,9
Triveni Sangam (Confluence Zone),8068,10,23
Saraswati Ghat,500,41,2
Kumbh Mela Ground (Main Venue),5059,29,4
Triveni Sangam (Confluence Zone),10109,32,19
Prayagraj Junction,2837,34,23
Dashashwamedh Ghat (Prayagraj),8390,34,14
Kumbh Mela Ground (Main Venue),4899,24,0
Saraswati Ghat,5353,38,10
Alopankari Temple Area,4581,15,10
Kumbh Mela Ground (Main Venue),8118,29,15
Prayagraj Junction,4040,30,22
Saraswati Ghat,1137,12,4
Shri Bade Hanuman Temple,8811,17,17
Saraswati Ghat,6959,31,13
Kumbh Mela Ground (Main Venue),11702,41,12
Prayagraj Junction,2846,24,0
Shri Bade Hanuman Temple,3502,22,2
Shri Bade Hanuman Temple,9480,23,8
Dashashwamedh Ghat (Prayagraj),635,33,2
Alopankari Temple Area,4242,25,12
Kumbh Mela Ground (Main Venue),5950,39,17
Shri Bade Hanuman Temple,4885,41,1
Triveni Sangam (Confluence Zone),10481,29,2
Dashashwamedh Ghat (Prayagraj),1888,21,4
Alopankari Temple Area,3208,22,8
Kumbh Mela Ground (Main Venue),9242,26,15
Triveni Sangam (Confluence Zone),4692,44,22
Prayagraj Junction,5372,18,10
Triveni Sangam (Confluence Zone),10629,15,11
Saraswati Ghat,5762,31,13
Kumbh Mela Ground (Main Venue),10705,28,20
Kumbh Mela Ground (Main Venue),5283,28,3
